,,Tier,Name,Level,Effect,Existingeffect,Neweffect,CostRaw,Costcustomizable,,Tier_4
,,4,Hen House A/C,22,Laying Increase,105%,110%,498.454M,473.531M,,
,,4,Hen House A/C,23,Laying Increase,110%,115%,630.832M,599.290M,,
,,4,Hen House A/C,24,Laying Increase,115%,120%,794.704M,754.969M,,
,,4,Hen House A/C,25,Laying Increase,120%,125%,1.006B,0.956B,,
,,4,Hen House A/C,26,Laying Increase,125%,130%,1.270B,1.206B,,
,,4,Hen House A/C,27,Laying Increase,130%,135%,1.600B,1.520B,,
,,4,Hen House A/C,28,Laying Increase,135%,140%,2.025B,1.924B,,
,,4,Hen House A/C,29,Laying Increase,140%,145%,2.551B,2.424B,,
,,4,Hen House A/C,30,Laying Increase,145%,150%,3.224B,3.063B,,
,,4,Hen House A/C,31,Laying Increase,150%,155%,4.068B,3.865B,,
,,4,Hen House A/C,32,Laying Increase,155%,160%,5.117B,4.861B,,
,,4,Hen House A/C,33,Laying Increase,160%,165%,6.476B,6.153B,,
,,4,Hen House A/C,34,Laying Increase,165%,170%,8.157B,7.749B,,
,,4,Hen House A/C,35,Laying Increase,170%,175%,10.287B,9.773B,,
,,4,Hen House A/C,36,Laying Increase,175%,180%,12.986B,12.336B,,
,,4,Hen House A/C,37,Laying Increase,180%,185%,16.321B,15.505B,,
,,4,Hen House A/C,38,Laying Increase,185%,190%,20.634B,19.603B,,
,,4,Hen House A/C,39,Laying Increase,190%,195%,25.988B,24.689B,,
,,4,Hen House A/C,40,Laying Increase,195%,200%,32.718B,31.083B,,
,,4,Hen House A/C,41,Laying Increase,200%,205%,41.308B,39.243B,,
,,4,Hen House A/C,42,Laying Increase,205%,210%,51.918B,49.323B,,
,,4,Hen House A/C,43,Laying Increase,210%,215%,65.532B,62.255B,,
,,4,Hen House A/C,44,Laying Increase,215%,220%,82.543B,78.416B,,
,,4,Hen House A/C,45,Laying Increase,220%,225%,103.738B,98.551B,,
,,4,Hen House A/C,46,Laying Increase,225%,230%,131.007B,124.456B,,
,,4,Hen House A/C,47,Laying Increase,230%,235%,164.666B,156.433B,,
,,4,Hen House A/C,48,Laying Increase,235%,240%,207.512B,197.136B,,
,,4,Hen House A/C,49,Laying Increase,240%,245%,261.436B,248.364B,,
,,4,Hen House A/C,50,Laying Increase,245%,250%,328.000B,311.600B,,
,,4,Super-feed™ diet,1,Value Increase,0%,25%,399.397M,379.428M,,
,,4,Super-feed™ diet,2,Value Increase,25%,50%,520.778M,494.739M,,
,,4,Super-feed™ diet,3,Value Increase,50%,75%,676.401M,642.581M,,
,,4,Super-feed™ diet,4,Value Increase,75%,100%,875.774M,831.985M,,
,,4,Super-feed™ diet,5,Value Increase,100%,125%,1.140B,1.083B,,
,,4,Super-feed™ diet,6,Value Increase,125%,150%,1.480B,1.406B,,
,,4,Super-feed™ diet,7,Value Increase,150%,175%,1.914B,1.819B,,
,,4,Super-feed™ diet,8,Value Increase,175%,200%,2.489B,2.365B,,
,,4,Super-feed™ diet,9,Value Increase,200%,225%,3.230B,3.069B,,
,,4,Super-feed™ diet,10,Value Increase,225%,250%,4.176B,3.968B,,
,,4,Super-feed™ diet,11,Value Increase,250%,275%,5.422B,5.151B,,
,,4,Super-feed™ diet,12,Value Increase,275%,300%,7.032B,6.680B,,
,,4,Super-feed™ diet,13,Value Increase,300%,325%,9.087B,8.633B,,
,,4,Super-feed™ diet,14,Value Increase,325%,350%,11.783B,11.194B,,
,,4,Super-feed™ diet,15,Value Increase,350%,375%,15.274B,14.510B,,
,,4,Super-feed™ diet,16,Value Increase,375%,400%,19.732B,18.745B,,
,,4,Super-feed™ diet,17,Value Increase,400%,425%,25.553B,24.275B,,
,,4,Super-feed™ diet,18,Value Increase,425%,450%,33.111B,31.455B,,
,,4,Super-feed™ diet,19,Value Increase,450%,475%,42.761B,40.623B,,
,,4,Super-feed™ diet,20,Value Increase,475%,500%,55.311B,52.545B,,
,,4,Super-feed™ diet,21,Value Increase,500%,525%,71.651B,68.069B,,
,,4,Super-feed™ diet,22,Value Increase,525%,550%,92.504B,87.879B,,
,,4,Super-feed™ diet,23,Value Increase,550%,575%,119.513B,113.538B,,
,,4,Super-feed™ diet,24,Value Increase,575%,600%,154.787B,147.048B,,
,,4,Super-feed™ diet,25,Value Increase,600%,625%,199.786B,189.796B,,
,,4,Super-feed™ diet,26,Value Increase,625%,650%,257.829B,244.938B,,
,,4,Super-feed™ diet,27,Value Increase,650%,675%,333.864B,317.171B,,
,,4,Super-feed™ diet,28,Value Increase,675%,700%,430.832B,409.290B,,
,,4,Super-feed™ diet,29,Value Increase,700%,725%,555.391B,527.621B,,
,,4,Super-feed™ diet,30,Value Increase,725%,750%,719.082B,683.128B,,
,,4,Super-feed™ diet,31,Value Increase,750%,775%,927.766B,881.378B,,
,,4,Super-feed™ diet,32,Value Increase,775%,800%,1.195T,1.135T,,
,,4,Super-feed™ diet,33,Value Increase,800%,825%,1.546T,1.469T,,
,,4,Super-feed™ diet,34,Value Increase,825%,850%,1.995T,1.895T,,
,,4,Super-feed™ diet,35,Value Increase,850%,875%,2.567T,2.439T,,
,,4,Microlux™ chicken suites,1,Hab Capacity,0%,5%,266.651M,253.319M,,
,,4,Microlux™ chicken suites,2,Hab Capacity,5%,10%,550.600M,523.070M,,
,,4,Microlux™ chicken suites,3,Hab Capacity,10%,15%,1.134B,1.078B,,
,,4,Microlux™ chicken suites,4,Hab Capacity,15%,20%,2.332B,2.215B,,
,,4,Microlux™ chicken suites,5,Hab Capacity,20%,25%,4.784B,4.545B,,
,,4,Microlux™ chicken suites,6,Hab Capacity,25%,30%,9.799B,9.309B,,
,,4,Microlux™ chicken suites,7,Hab Capacity,30%,35%,20.034B,19.033B,,
,,4,Microlux™ chicken suites,8,Hab Capacity,35%,40%,40.896B,38.851B,,
,,4,Microlux™ chicken suites,9,Hab Capacity,40%,45%,83.362B,79.194B,,
,,4,Microlux™ chicken suites,10,Hab Capacity,45%,50%,169.699B,161.214B,,
,,5,Compact Incubators,1,Hatchery Capacity Increase,0,10,1.430B,1.359B,,TOP
,,5,Compact Incubators,2,Hatchery Capacity Increase,10,20,6.138B,5.831B,,
,,5,Compact Incubators,3,Hatchery Capacity Increase,20,30,26.078B,24.774B,,
,,5,Compact Incubators,4,Hatchery Capacity Increase,30,40,109.866B,104.373B,,
,,5,Compact Incubators,5,Hatchery Capacity Increase,40,50,459.584B,436.605B,,
,,5,Compact Incubators,6,Hatchery Capacity Increase,50,60,1.917T,1.821T,,
,,5,Compact Incubators,7,Hatchery Capacity Increase,60,70,7.972T,7.574T,,
,,5,Compact Incubators,8,Hatchery Capacity Increase,70,80,32.979T,31.330T,,
,,5,Compact Incubators,9,Hatchery Capacity Increase,80,90,135.763T,128.975T,,
,,5,Compact Incubators,10,Hatchery Capacity Increase,90,100,556.554T,528.726T,,
,,5,Lightweight Boxes,1,Vehicle Capacity,0%,10%,90.392B,85.873B,,
,,5,Lightweight Boxes,2,Vehicle Capacity,10%,20%,117.887B,111.993B,,
,,5,Lightweight Boxes,3,Vehicle Capacity,20%,30%,153.236B,145.574B,,
,,5,Lightweight Boxes,4,Vehicle Capacity,30%,40%,198.636B,188.704B,,
,,5,Lightweight Boxes,5,Vehicle Capacity,40%,50%,258.554B,245.626B,,
,,5,Lightweight Boxes,6,Vehicle Capacity,50%,60%,336.168B,319.360B,,
,,5,Lightweight Boxes,7,Vehicle Capacity,60%,70%,435.813B,414.023B,,
,,5,Lightweight Boxes,8,Vehicle Capacity,70%,80%,566.147B,537.840B,,
,,5,Lightweight Boxes,9,Vehicle Capacity,80%,90%,736.334B,699.518B,,
,,5,Lightweight Boxes,10,Vehicle Capacity,90%,100%,954.774B,907.035B,,
,,5,Lightweight Boxes,11,Vehicle Capacity,100%,110%,1.238T,1.176T,,
,,5,Lightweight Boxes,12,Vehicle Capacity,110%,120%,1.611T,1.530T,,
,,5,Lightweight Boxes,13,Vehicle Capacity,120%,130%,2.088T,1.984T,,
,,5,Lightweight Boxes,14,Vehicle Capacity,130%,140%,2.703T,2.568T,,
,,5,Lightweight Boxes,15,Vehicle Capacity,140%,150%,3.517T,3.341T,,
,,5,Lightweight Boxes,16,Vehicle Capacity,150%,160%,4.563T,4.335T,,
,,5,Lightweight Boxes,17,Vehicle Capacity,160%,170%,5.905T,5.610T,,
,,5,Lightweight Boxes,18,Vehicle Capacity,170%,180%,7.672T,7.289T,,
,,5,Lightweight Boxes,19,Vehicle Capacity,180%,190%,9.958T,9.460T,,
,,5,Lightweight Boxes,20,Vehicle Capacity,190%,200%,12.888T,12.244T,,
,,5,Lightweight Boxes,21,Vehicle Capacity,200%,210%,16.714T,15.879T,,
,,5,Lightweight Boxes,22,Vehicle Capacity,210%,220%,21.703T,20.618T,,
,,5,Lightweight Boxes,23,Vehicle Capacity,220%,230%,28.096T,26.691T,,
,,5,Lightweight Boxes,24,Vehicle Capacity,230%,240%,36.368T,34.550T,,
,,5,Lightweight Boxes,25,Vehicle Capacity,240%,250%,47.245T,44.883T,,
,,5,Lightweight Boxes,26,Vehicle Capacity,250%,260%,61.186T,58.126T,,
,,5,Lightweight Boxes,27,Vehicle Capacity,260%,270%,79.042T,75.090T,,
,,5,Lightweight Boxes,28,Vehicle Capacity,270%,280%,102.736T,97.599T,,
,,5,Lightweight Boxes,29,Vehicle Capacity,280%,290%,133.105T,126.450T,,
,,5,Lightweight Boxes,30,Vehicle Capacity,290%,300%,171.993T,163.394T,,
,,5,Lightweight Boxes,31,Vehicle Capacity,300%,310%,223.167T,212.009T,,
,,5,Lightweight Boxes,32,Vehicle Capacity,310%,320%,289.270T,274.806T,,
,,5,Lightweight Boxes,33,Vehicle Capacity,320%,330%,373.900T,355.205T,,
,,5,Lightweight Boxes,34,Vehicle Capacity,330%,340%,484.288T,460.074T,,
,,5,Lightweight Boxes,35,Vehicle Capacity,340%,350%,628.050T,596.648T,,
,,5,Lightweight Boxes,36,Vehicle Capacity,350%,360%,812.095T,771.490T,,
,,5,Lightweight Boxes,37,Vehicle Capacity,360%,370%,1.050q,0.997q,,
,,5,Lightweight Boxes,38,Vehicle Capacity,370%,380%,1.362q,1.294q,,
,,5,Lightweight Boxes,39,Vehicle Capacity,380%,390%,1.762q,1.674q,,
,,5,Lightweight Boxes,40,Vehicle Capacity,390%,400%,2.274q,2.160q,,
,,5,Depot Worker Exoskeletons,1,Fleet Increase,6,7,141.087B,134.033B,,
,,5,Depot Worker Exoskeletons,2,Fleet Increase,7,8,5.222q,4.961q,,
,,5,Internal Hatchery Expansion,1,Internal Hatchery Rate,0,10,376.633B,357.801B,,
,,5,Internal Hatchery Expansion,2,Internal Hatchery Rate,10,20,803.166B,763.008B,,
,,5,Internal Hatchery Expansion,3,Internal Hatchery Rate,20,30,1.711T,1.625T,,
,,5,Internal Hatchery Expansion,4,Internal Hatchery Rate,30,40,3.638T,3.456T,,
,,5,Internal Hatchery Expansion,5,Internal Hatchery Rate,40,50,7.729T,7.343T,,
,,5,Internal Hatchery Expansion,6,Internal Hatchery Rate,50,60,16.400T,15.580T,,
,,5,Internal Hatchery Expansion,7,Internal Hatchery Rate,60,70,34.766T,33.028T,,
,,5,Internal Hatchery Expansion,8,Internal Hatchery Rate,70,80,73.628T,69.946T,,
,,5,Internal Hatchery Expansion,9,Internal Hatchery Rate,80,90,155.787T,147.998T,,
,,5,Internal Hatchery Expansion,10,Internal Hatchery Rate,90,100,329.345T,312.878T,,
,,5,Internal Hatchery Expansion,11,Internal Hatchery Rate,100,110,695.693T,660.909T,,
,,5,Internal Hatchery Expansion,12,Internal Hatchery Rate,110,120,1468.421T,1395.000T,,
,,5,Internal Hatchery Expansion,13,Internal Hatchery Rate,120,130,3097.368T,2942.500T,,
,,5,Internal Hatchery Expansion,14,Internal Hatchery Rate,130,140,6527.632T,6201.250T,,
,,5,Internal Hatchery Expansion,15,Internal Hatchery Rate,140,150,13751.316T,13063.750T,,
,,5,Improved Genetics,1,Value & Laying Increase,0%,15%,703.358B,668.190B,,
,,5,Improved Genetics,2,Value & Laying Increase,15%,30%,939.497B,892.523B,,
,,5,Improved Genetics,3,Value & Laying Increase,30%,45%,1.252T,1.190T,,
,,5,Improved Genetics,4,Value & Laying Increase,45%,60%,1.666T,1.583T,,
,,5,Improved Genetics,5,Value & Laying Increase,60%,75%,2.212T,2.101T,,
,,5,Improved Genetics,6,Value & Laying Increase,75%,90%,2.949T,2.801T,,
,,5,Improved Genetics,7,Value & Laying Increase,90%,105%,3.932T,3.735T,,
,,5,Improved Genetics,8,Value & Laying Increase,105%,120%,5.228T,4.966T,,
,,5,Improved Genetics,9,Value & Laying Increase,120%,135%,6.939T,6.593T,,
,,5,Improved Genetics,10,Value & Laying Increase,135%,150%,9.243T,8.781T,,
,,5,Improved Genetics,11,Value & Laying Increase,150%,165%,12.311T,11.695T,,
,,5,Improved Genetics,12,Value & Laying Increase,165%,180%,16.362T,15.544T,,
,,5,Improved Genetics,13,Value & Laying Increase,180%,195%,21.712T,20.626T,,
,,5,Improved Genetics,14,Value & Laying Increase,195%,210%,28.882T,27.438T,,
,,5,Improved Genetics,15,Value & Laying Increase,210%,225%,38.455T,36.533T,,
,,5,Improved Genetics,16,Value & Laying Increase,225%,240%,51.097T,48.543T,,
,,5,Improved Genetics,17,Value & Laying Increase,240%,255%,67.782T,64.393T,,
,,5,Improved Genetics,18,Value & Laying Increase,255%,270%,90.051T,85.549T,,
,,5,Improved Genetics,19,Value & Laying Increase,270%,285%,119.868T,113.875T,,
,,5,Improved Genetics,20,Value & Laying Increase,285%,300%,159.239T,151.278T,,
,,5,Improved Genetics,21,Value & Laying Increase,300%,315%,211.174T,200.615T,,
,,5,Improved Genetics,22,Value & Laying Increase,315%,330%,280.200T,266.190T,,
,,5,Improved Genetics,23,Value & Laying Increase,330%,345%,372.909T,354.264T,,
,,5,Improved Genetics,24,Value & Laying Increase,345%,360%,495.291T,470.526T,,
,,5,Improved Genetics,25,Value & Laying Increase,360%,375%,656.671T,623.838T,,
,,5,Improved Genetics,26,Value & Laying Increase,375%,390%,870.242T,826.730T,,
,,5,Improved Genetics,27,Value & Laying Increase,390%,405%,1.158q,1.100q,,
,,5,Improved Genetics,28,Value & Laying Increase,405%,420%,1.538q,1.461q,,
,,5,Improved Genetics,29,Value & Laying Increase,420%,435%,2.038q,1.936q,,
,,5,Improved Genetics,30,Value & Laying Increase,435%,450%,2.699q,2.564q,,
,,6,Traffic Management,1,Fleet Increase,8,9,108.737T,103.300T,,TOP
,,6,Traffic Management,2,Fleet Increase,9,10,271.301q,257.736q,,
,,6,Motivational Clucking,1,Running Chicken,215,215.5,33.803B,32.113B,,
,,6,Motivational Clucking,2,Running Chicken,215.5,216,58.439B,55.518B,,
,,6,Motivational Clucking,3,Running Chicken,216,216.5,100.421B,95.400B,,
,,6,Motivational Clucking,4,Running Chicken,216.5,217,172.862B,164.219B,,
,,6,Motivational Clucking,5,Running Chicken,217,217.5,297.145B,282.288B,,
,,6,Motivational Clucking,6,Running Chicken,217.5,218,509.489B,484.015B,,
,,6,Motivational Clucking,7,Running Chicken,218,218.5,876.079B,832.275B,,
,,6,Motivational Clucking,8,Running Chicken,218.5,219,1.497T,1.423T,,
,,6,Motivational Clucking,9,Running Chicken,219,219.5,2.575T,2.446T,,
,,6,Motivational Clucking,10,Running Chicken,219.5,220,4.403T,4.183T,,
,,6,Motivational Clucking,11,Running Chicken,220,220.5,7.543T,7.166T,,
,,6,Motivational Clucking,12,Running Chicken,220.5,221,12.911T,12.265T,,
,,6,Motivational Clucking,13,Running Chicken,221,221.5,22.045T,20.943T,,
,,6,Motivational Clucking,14,Running Chicken,221.5,222,37.755T,35.868T,,
,,6,Motivational Clucking,15,Running Chicken,222,222.5,64.267T,61.054T,,
,,6,Motivational Clucking,16,Running Chicken,222.5,223,110.130T,104.624T,,
,,6,Motivational Clucking,17,Running Chicken,223,223.5,187.680T,178.296T,,
,,6,Motivational Clucking,18,Running Chicken,223.5,224,320.512T,304.486T,,
,,6,Motivational Clucking,19,Running Chicken,224,224.5,546.791T,519.451T,,
,,6,Motivational Clucking,20,Running Chicken,224.5,225,930.824T,884.283T,,
,,6,Motivational Clucking,21,Running Chicken,225,225.5,1.589q,1.510q,,
,,6,Motivational Clucking,22,Running Chicken,225.5,226,2.699q,2.564q,,
,,6,Motivational Clucking,23,Running Chicken,226,226.5,4.612q,4.381q,,
,,6,Motivational Clucking,24,Running Chicken,226.5,227,7.838q,7.446q,,
,,6,Motivational Clucking,25,Running Chicken,227,227.5,13.351q,12.684q,,
,,6,Motivational Clucking,26,Running Chicken,227.5,228,22.724q,21.588q,,
,,6,Motivational Clucking,27,Running Chicken,228,228.5,38.593q,36.664q,,
,,6,Motivational Clucking,28,Running Chicken,228.5,229,65.757q,62.469q,,
,,6,Motivational Clucking,29,Running Chicken,229,229.5,111.382q,105.813q,,
,,6,Motivational Clucking,30,Running Chicken,229.5,230,189.955q,180.458q,,
,,6,Motivational Clucking,31,Running Chicken,230,230.5,322.230q,306.119q,,
,,6,Motivational Clucking,32,Running Chicken,230.5,231,547.850q,520.458q,,
,,6,Motivational Clucking,33,Running Chicken,231,231.5,930.625q,884.094q,,
,,6,Motivational Clucking,34,Running Chicken,231.5,232,1.578Q,1.499Q,,
,,6,Motivational Clucking,35,Running Chicken,232,232.5,2.683Q,2.549Q,,
,,6,Motivational Clucking,36,Running Chicken,232.5,233,4.538Q,4.311Q,,
,,6,Motivational Clucking,37,Running Chicken,233,233.5,7.725Q,7.339Q,,
,,6,Motivational Clucking,38,Running Chicken,233.5,234,13.084Q,12.430Q,,
,,6,Motivational Clucking,39,Running Chicken,234,234.5,22.211Q,21.100Q,,
,,6,Motivational Clucking,40,Running Chicken,234.5,235,37.672Q,35.789Q,,
,,6,Motivational Clucking,41,Running Chicken,235,235.5,63.774Q,60.585Q,,
,,6,Motivational Clucking,42,Running Chicken,235.5,236,108.311Q,102.895Q,,
,,6,Motivational Clucking,43,Running Chicken,236,236.5,182.899Q,173.754Q,,
,,6,Motivational Clucking,44,Running Chicken,236.5,237,310.979Q,295.430Q,,
,,6,Motivational Clucking,45,Running Chicken,237,237.5,525.995Q,499.695Q,,
,,6,Motivational Clucking,46,Running Chicken,237.5,238,891.753Q,847.165Q,,
,,6,Motivational Clucking,47,Running Chicken,238,238.5,1.511s,1435000000000000000000.000,,
,,6,Motivational Clucking,48,Running Chicken,238.5,239,2.554s,2.42625E+21,,
,,6,Motivational Clucking,49,Running Chicken,239,239.5,4.333s,4116250000000000000000.000,,
,,6,Motivational Clucking,50,Running Chicken,239.5,240,7.308s,6.9425E+21,,
,,6,Driver Training,1,Vehicle Capacity,0%,5%,165.789T,157.500T,,
,,6,Driver Training,2,Vehicle Capacity,5%,10%,222.303T,211.188T,,
,,6,Driver Training,3,Vehicle Capacity,10%,15%,295.368T,280.600T,,
,,6,Driver Training,4,Vehicle Capacity,15%,20%,390.789T,371.250T,,
,,6,Driver Training,5,Vehicle Capacity,20%,25%,518.720T,492.784T,,
,,6,Driver Training,6,Vehicle Capacity,25%,30%,689.861T,655.368T,,
,,6,Driver Training,7,Vehicle Capacity,30%,35%,916.471T,870.648T,,
,,6,Driver Training,8,Vehicle Capacity,35%,40%,1.215q,1.154q,,
,,6,Driver Training,9,Vehicle Capacity,40%,45%,1.609q,1.529q,,
,,6,Driver Training,10,Vehicle Capacity,45%,50%,2.137q,2.030q,,
,,6,Driver Training,11,Vehicle Capacity,50%,55%,2.839q,2.698q,,
,,6,Driver Training,12,Vehicle Capacity,55%,60%,3.764q,3.576q,,
,,6,Driver Training,13,Vehicle Capacity,60%,65%,4.983q,4.734q,,
,,6,Driver Training,14,Vehicle Capacity,65%,70%,6.612q,6.281q,,
,,6,Driver Training,15,Vehicle Capacity,70%,75%,8.782q,8.343q,,
,,6,Driver Training,16,Vehicle Capacity,75%,80%,11.642q,11.060q,,
,,6,Driver Training,17,Vehicle Capacity,80%,85%,15.409q,14.639q,,
,,6,Driver Training,18,Vehicle Capacity,85%,90%,20.425q,19.404q,,
,,6,Driver Training,19,Vehicle Capacity,90%,95%,27.128q,25.771q,,
,,6,Driver Training,20,Vehicle Capacity,95%,100%,35.961q,34.163q,,
,,6,Driver Training,21,Vehicle Capacity,100%,105%,47.588q,45.209q,,
,,6,Driver Training,22,Vehicle Capacity,105%,110%,62.618q,59.488q,,
,,6,Driver Training,23,Vehicle Capacity,110%,115%,83.689q,79.505q,,
,,6,Driver Training,24,Vehicle Capacity,115%,120%,110.934q,105.388q,,
,,6,Driver Training,25,Vehicle Capacity,120%,125%,146.793q,139.454q,,
,,6,Driver Training,26,Vehicle Capacity,125%,130%,194.163q,184.455q,,
,,6,Driver Training,27,Vehicle Capacity,130%,135%,257.875q,244.981q,,
,,6,Driver Training,28,Vehicle Capacity,135%,140%,341.816q,324.725q,,
,,6,Driver Training,29,Vehicle Capacity,140%,145%,452.284q,429.670q,,
,,6,Driver Training,30,Vehicle Capacity,145%,150%,597.596q,567.716q,,
,,6,Shell Fortification,1,Value Increase,0%,15%,239.358T,227.390T,,
,,6,Shell Fortification,2,Value Increase,15%,30%,290.528T,276.001T,,
,,6,Shell Fortification,3,Value Increase,30%,45%,350.130T,332.624T,,
,,6,Shell Fortification,4,Value Increase,45%,60%,424.851T,403.609T,,
,,6,Shell Fortification,5,Value Increase,60%,75%,512.066T,486.463T,,
,,6,Shell Fortification,6,Value Increase,75%,90%,621.153T,590.095T,,
,,6,Shell Fortification,7,Value Increase,90%,105%,748.746T,711.309T,,
,,6,Shell Fortification,8,Value Increase,105%,120%,907.972T,862.574T,,
,,6,Shell Fortification,9,Value Increase,120%,135%,1.095q,1.040q,,
,,6,Shell Fortification,10,Value Increase,135%,150%,1.328q,1.261q,,
,,6,Shell Fortification,11,Value Increase,150%,165%,1.600q,1.520q,,
,,6,Shell Fortification,12,Value Increase,165%,180%,1.939q,1.843q,,
,,6,Shell Fortification,13,Value Increase,180%,195%,2.338q,2.221q,,
,,6,Shell Fortification,14,Value Increase,195%,210%,2.833q,2.691q,,
,,6,Shell Fortification,15,Value Increase,210%,225%,3.416q,3.245q,,
,,6,Shell Fortification,16,Value Increase,225%,240%,4.138q,3.931q,,
,,6,Shell Fortification,17,Value Increase,240%,255%,4.991q,4.741q,,
,,6,Shell Fortification,18,Value Increase,255%,270%,6.042q,5.740q,,
,,6,Shell Fortification,19,Value Increase,270%,285%,7.289q,6.925q,,
,,6,Shell Fortification,20,Value Increase,285%,300%,8.824q,8.383q,,
,,6,Shell Fortification,21,Value Increase,300%,315%,10.646q,10.114q,,
,,6,Shell Fortification,22,Value Increase,315%,330%,12.882q,12.238q,,
,,6,Shell Fortification,23,Value Increase,330%,345%,15.545q,14.768q,,
,,6,Shell Fortification,24,Value Increase,345%,360%,18.803q,17.863q,,
,,6,Shell Fortification,25,Value Increase,360%,375%,22.693q,21.559q,,
,,6,Shell Fortification,26,Value Increase,375%,390%,27.441q,26.069q,,
,,6,Shell Fortification,27,Value Increase,390%,405%,33.125q,31.469q,,
,,6,Shell Fortification,28,Value Increase,405%,420%,40.042q,38.040q,,
,,6,Shell Fortification,29,Value Increase,420%,435%,48.345q,45.928q,,
,,6,Shell Fortification,30,Value Increase,435%,450%,58.421q,55.500q,,
,,6,Shell Fortification,31,Value Increase,450%,465%,70.546q,67.019q,,
,,6,Shell Fortification,32,Value Increase,465%,480%,85.224q,80.963q,,
,,6,Shell Fortification,33,Value Increase,480%,495%,102.929q,97.783q,,
,,6,Shell Fortification,34,Value Increase,495%,510%,124.304q,118.089q,,
,,6,Shell Fortification,35,Value Increase,510%,525%,150.155q,142.648q,,
,,6,Shell Fortification,36,Value Increase,525%,540%,181.280q,172.216q,,
,,6,Shell Fortification,37,Value Increase,540%,555%,219.021q,208.070q,,
,,6,Shell Fortification,38,Value Increase,555%,570%,264.333q,251.116q,,
,,6,Shell Fortification,39,Value Increase,570%,585%,319.426q,303.455q,,
,,6,Shell Fortification,40,Value Increase,585%,600%,385.386q,366.116q,,
,,6,Shell Fortification,41,Value Increase,600%,615%,465.796q,442.506q,,
,,6,Shell Fortification,42,Value Increase,615%,630%,561.797q,533.708q,,
,,6,Shell Fortification,43,Value Increase,630%,645%,679.150q,645.193q,,
,,6,Shell Fortification,44,Value Increase,645%,660%,818.855q,777.913q,,
,,6,Shell Fortification,45,Value Increase,660%,675%,990.100q,940.595q,,
,,6,Shell Fortification,46,Value Increase,675%,690%,1.193Q,1.134Q,,
,,6,Shell Fortification,47,Value Increase,690%,705%,1.443Q,1.371Q,,
,,6,Shell Fortification,48,Value Increase,705%,720%,1.739Q,1.653Q,,
,,6,Shell Fortification,49,Value Increase,720%,735%,2.104Q,1.999Q,,
,,6,Shell Fortification,50,Value Increase,735%,750%,2.534Q,2.408Q,,
,,6,Shell Fortification,51,Value Increase,750%,765%,3.066Q,2.913Q,,
,,6,Shell Fortification,52,Value Increase,765%,780%,3.691Q,3.506Q,,
,,6,Shell Fortification,53,Value Increase,780%,795%,4.467Q,4.244Q,,
,,6,Shell Fortification,54,Value Increase,795%,810%,5.376Q,5.108Q,,
,,6,Shell Fortification,55,Value Increase,810%,825%,6.508Q,6.183Q,,
,,6,Shell Fortification,56,Value Increase,825%,840%,7.832Q,7.440Q,,
,,6,Shell Fortification,57,Value Increase,840%,855%,9.480Q,9.006Q,,
,,6,Shell Fortification,58,Value Increase,855%,870%,11.405Q,10.835Q,,
,,6,Shell Fortification,59,Value Increase,870%,885%,13.811Q,13.120Q,,
,,6,Shell Fortification,60,Value Increase,885%,900%,16.608Q,15.778Q,,
,,7,Egg Loading Bots,1,Fleet Increase,10,11,3.630Q,3.449Q,,TOP
,,7,Egg Loading Bots,2,Fleet Increase,11,12,8.438s,8.01625E+21,,
,,7,Super Alloy Frames,1,Vehicle Capacity,0%,5%,262.080q,248.976q,,
,,7,Super Alloy Frames,2,Vehicle Capacity,5%,10%,322.651q,306.519q,,
,,7,Super Alloy Frames,3,Vehicle Capacity,10%,15%,394.820q,375.079q,,
,,7,Super Alloy Frames,4,Vehicle Capacity,15%,20%,485.343q,461.076q,,
,,7,Super Alloy Frames,5,Vehicle Capacity,20%,25%,594.587q,564.858q,,
,,7,Super Alloy Frames,6,Vehicle Capacity,25%,30%,729.724q,693.238q,,
,,7,Super Alloy Frames,7,Vehicle Capacity,30%,35%,895.095q,850.340q,,
,,7,Super Alloy Frames,8,Vehicle Capacity,35%,40%,1.097Q,1.042Q,,
,,7,Super Alloy Frames,9,Vehicle Capacity,40%,45%,1.347Q,1.280Q,,
,,7,Super Alloy Frames,10,Vehicle Capacity,45%,50%,1.647Q,1.565Q,,
,,7,Super Alloy Frames,11,Vehicle Capacity,50%,55%,2.026Q,1.925Q,,
,,7,Super Alloy Frames,12,Vehicle Capacity,55%,60%,2.478Q,2.354Q,,
,,7,Super Alloy Frames,13,Vehicle Capacity,60%,65%,3.046Q,2.894Q,,
,,7,Super Alloy Frames,14,Vehicle Capacity,65%,70%,3.729Q,3.543Q,,
,,7,Super Alloy Frames,15,Vehicle Capacity,70%,75%,4.578Q,4.349Q,,
,,7,Super Alloy Frames,16,Vehicle Capacity,75%,80%,5.611Q,5.330Q,,
,,7,Super Alloy Frames,17,Vehicle Capacity,80%,85%,6.876Q,6.533Q,,
,,7,Super Alloy Frames,18,Vehicle Capacity,85%,90%,8.439Q,8.018Q,,
,,7,Super Alloy Frames,19,Vehicle Capacity,90%,95%,10.325Q,9.809Q,,
,,7,Super Alloy Frames,20,Vehicle Capacity,95%,100%,12.688Q,12.054Q,,
,,7,Super Alloy Frames,21,Vehicle Capacity,100%,105%,15.503Q,14.728Q,,
,,7,Super Alloy Frames,22,Vehicle Capacity,105%,110%,19.068Q,18.115Q,,
